bus_id,station_id,voltage,dc,symbol,under_construction,tags,x,y,country,voltage_num,network_country,bus_name
way/37106533-330,way/37106533,330.0,f,Substation,f,way/37106533,115.84478510151472,-32.09544407903925,AU,330.0,AU,Perth
way/44418650-275,way/44418650,275.0,f,Substation,f,way/44418650,153.11326389798953,-27.44744283858712,AU,275.0,AU,Murarrie
way/925410265-330,way/925410265,330.0,f,Substation,f,way/925410265,150.82867670028497,-33.81582316176114,AU,330.0,AU,SydneyWest
way/51542858-220,way/51542858,220.0,f,Substation,f,way/51542858,144.78907340899315,-37.8387767400525,AU,220.0,AU,Altona
way/88191017-220,way/88191017,220.0,f,Substation,f,way/88191017,146.30697121829795,-41.33568787101467,AU,220.0,AU,Sheffield
way/119995150-275,way/119995150,275.0,f,Substation,f,way/119995150,150.62709905075124,-24.342461230294287,AU,275.0,AU,Calvale
way/121646942-275,way/121646942,275.0,f,Substation,f,way/121646942,149.40404924290272,-22.82075621020929,AU,275.0,AU,Broadsound
way/160201298-330,way/160201298,330.0,f,Substation,f,way/160201298,151.71319760744726,-30.532100853424872,AU,330.0,AU,Armidale
way/164764363-275,way/164764363,275.0,f,Substation,f,way/164764363,137.8128974128341,-32.53626914431567,AU,275.0,AU,Davenport
way/165154628-275,way/165154628,275.0,f,Substation,f,way/165154628,137.54440504495886,-32.931780492025915,AU,275.0,AU,Cultana
way/166113109-275,way/166113109,275.0,f,Substation,f,way/166113109,148.6831546120233,-21.63132000917609,AU,275.0,AU,Nebo
way/169406848-330,way/169406848,330.0,f,Substation,f,way/169406848,148.9632109591046,-32.52716843324528,AU,330.0,AU,Dubbo
way/169416665-220,way/169416665,220.0,f,Substation,f,way/169416665,146.03429268958672,-34.64877593555099,AU,220.0,AU,DarlingtonPoint
way/169794711-220,way/169794711,220.0,f,Substation,f,way/169794711,143.5251594037239,-34.77572092658846,AU,220.0,AU,Balranald
way/170709510-275,way/170709510,275.0,f,Substation,f,way/170709510,151.90657331394655,-26.786815702260583,AU,275.0,AU,Tarong
way/170832455-275,way/170832455,275.0,f,Substation,f,way/170832455,152.7859447922075,-27.541324760522063,AU,275.0,AU,Blackwall
way/171486427-275,way/171486427,275.0,f,Substation,f,way/171486427,150.48716060704265,-23.53723325621372,AU,275.0,AU,Bouldercombe
way/171744075-275,way/171744075,275.0,f,Substation,f,way/171744075,147.7754061331616,-20.49944715559221,AU,275.0,AU,Strathmore
way/171843734-275,way/171843734,275.0,f,Substation,f,way/171843734,148.42800042694685,-23.129287764434075,AU,275.0,AU,Lilyvale
way/172231145-330,way/172231145,330.0,f,Substation,f,way/172231145,147.393930851106,-35.20040676001941,AU,330.0,AU,Wagga
way/172620016-330,way/172620016,330.0,f,Substation,f,way/172620016,150.78125317214017,-34.53410709526458,AU,330.0,AU,DaptoBulkSupply
way/172887193-330,way/172887193,330.0,f,Substation,f,way/172887193,150.8432938434108,-27.920986820196017,AU,330.0,AU,BulliCreek
way/174441055-220,way/174441055,220.0,f,Substation,f,way/174441055,146.98953647822455,-41.7876715671242,AU,220.0,AU,Palmerston
way/174875093-330,way/174875093,330.0,f,Substation,f,way/174875093,148.144166863903,-36.225604818390735,AU,330.0,AU,Murray
way/179923658-330,way/179923658,330.0,f,Substation,f,way/179923658,151.02998503133003,-33.65573798006035,AU,330.0,AU,SydneyNorthBulkSup
way/185835127-275,way/185835127,275.0,f,Substation,f,way/185835127,136.860412140331,-30.449226158779943,AU,275.0,AU,OlympicDamWest
way/208359871-330,way/208359871,330.0,f,Substation,f,way/208359871,148.38595135487864,-35.91111863050287,AU,330.0,AU,UpperTumut
way/223939702-220,way/223939702,220.0,f,Substation,f,way/223939702,118.22746058460694,-31.539704529422323,AU,220.0,AU,Merredin
way/229759860-220,way/229759860,220.0,f,Substation,f,way/229759860,140.40539590912346,-20.71944170219649,AU,220.0,AU,Chumvale
way/570175005-220,way/570175005,220.0,f,Substation,f,way/570175005,145.2258784260872,-37.92994519152238,AU,220.0,AU,Rowville
way/243736783-330,way/243736783,330.0,f,Substation,f,way/243736783,150.48178634911173,-34.72379302297926,AU,330.0,AU,KangarooValleyTran
way/244141232-220,way/244141232,220.0,f,Substation,f,way/244141232,144.33842347990668,-38.08288237680036,AU,220.0,AU,Geelong
way/306840322-220,way/306840322,220.0,f,Substation,f,way/306840322,145.53167259775688,-41.73447433350173,AU,220.0,AU,Farrell
way/312550977-500,way/312550977,500.0,f,Substation,f,way/312550977,142.18101587735953,-38.17911060837443,AU,500.0,AU,Tarrone
way/337655870-220,way/337655870,220.0,f,Substation,f,way/337655870,117.776223377353,-22.73480648494872,AU,220.0,AU,TomPriceMine
way/432510474-275,way/432510474,275.0,f,Substation,f,way/432510474,151.19284847613793,-23.85619471948728,AU,275.0,AU,CalliopeRiver
way/480009927-500,way/480009927,500.0,f,Substation,f,way/480009927,146.42885495857578,-38.28166365286143,AU,500.0,AU,Hazelwood
way/550224397-275,way/550224397,275.0,f,Substation,f,way/550224397,149.19916940562567,-25.934858616405016,AU,275.0,AU,Eurombah
way/583492111-220,way/583492111,220.0,f,Substation,f,way/583492111,116.74275233957847,-20.762601878195927,AU,220.0,AU,Karratha
way/583513574-330,way/583513574,330.0,f,Substation,f,way/583513574,116.7594477898767,-29.187814184805315,AU,330.0,AU,Morawa
way/598317777-275,way/598317777,275.0,f,Substation,f,way/598317777,138.76812129513763,-34.46166722500249,AU,275.0,AU,TemplersWest
way/655511604-330,way/655511604,330.0,f,Substation,f,way/655511604,148.9038856397032,-34.86259463747708,AU,330.0,AU,Canberra
way/681005983-330,way/681005983,330.0,f,Substation,f,way/681005983,151.01312472001177,-33.97866713397471,AU,330.0,AU,SydneySouthBulkSup
way/752982717-220,way/752982717,220.0,f,Substation,f,way/752982717,138.61786663858535,-18.73458847344289,AU,220.0,AU,Cemi
way/798877610-275,way/798877610,275.0,f,Substation,f,way/798877610,145.37972037484676,-17.185044263191315,AU,275.0,AU,Walkamin
way/830928846-220,way/830928846,220.0,f,Substation,f,way/830928846,141.41917764116005,-31.986353168692315,AU,220.0,AU,BrokenHill
way/950049612-330,way/950049612,330.0,f,Substation,f,way/950049612,115.5350883278548,-30.7676404142524,AU,330.0,AU,Yandin
way/1157816987-275,way/1157816987,275.0,f,Substation,f,way/1157816987,138.5193747289159,-34.80280072548627,AU,275.0,AU,TorrensIslandBatte
AU73-330,AU73,330.0,f,Substation,f,AU73,151.49237495717287,-33.05207488402676,AU,330.0,AU,CentralCoast
AU88-330,AU88,330.0,f,Substation,f,AU88,150.91712536812568,-33.97231368894154,AU,330.0,AU,Sydney
AU3-220,AU3,220.0,f,Substation,f,AU3,118.54463160000005,-20.432074971605672,AU,220.0,AU,PortHedland
AU149-220,AU149,220.0,f,Substation,f,AU149,146.17591077698933,-42.8483282681424,AU,220.0,AU,AUS42p8S146p2E
AU17-220,AU17,220.0,f,Substation,f,AU17,119.92713699999996,-22.498426571791303,AU,220.0,AU,AUS22p5S119p9E
AU79-330,AU79,330.0,f,Substation,f,AU79,116.26108699999988,-33.34126217956079,AU,330.0,AU,Australind
AU51-220,AU51,220.0,f,Substation,f,AU51,121.42358390000004,-30.78188247704941,AU,220.0,AU,Kalgoorlie
AU20-220,AU20,220.0,f,Substation,f,AU20,119.7090855,-23.34538587202367,AU,220.0,AU,Newman
