bus_id,grid_cell,bus_name
way/170832455-275,AUS_2169,Blackwall
way/170832455-275,AUS_2169,Blackwall
way/64943050-500,AUS_1707,SouthMorang
way/64943050-500,AUS_1707,SouthMorang
way/174441055-220,AUS_1883,Palmerston
way/174441055-220,wof-AUS_1312,Palmerston
way/64943050-500,AUS_1707,SouthMorang
way/64943050-500,AUS_1707,SouthMorang
way/64943050-500,AUS_1707,SouthMorang
AU73-330,AUS_2109,CentralCoast
AU73-330,AUS_2110,CentralCoast
AU73-330,wof-AUS_1591,CentralCoast
AU73-330,AUS_2109,CentralCoast
AU73-330,AUS_2109,CentralCoast
way/570175005-220,AUS_1707,Rowville
way/170832455-275,AUS_2168,Blackwall
way/570175005-220,AUS_1707,Rowville
way/64943050-500,AUS_1707,SouthMorang
AU57-330,AUS_72,Perth
AU57-330,wof-AUS_282,Perth
way/64943050-500,AUS_1707,SouthMorang
AU57-330,AUS_71,Perth
AU57-330,wof-AUS_282,Perth
AU57-330,AUS_72,Perth
AU57-330,wof-AUS_283,Perth
way/170832455-275,AUS_2169,Blackwall
way/170832455-275,AUS_2183,Blackwall
way/170832455-275,wof-AUS_1705,Blackwall
way/925410265-330,AUS_2076,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/925410265-330,AUS_2076,SydneyWest
way/170832455-275,AUS_2168,Blackwall
way/170832455-275,AUS_2169,Blackwall
way/570175005-220,AUS_1770,Rowville
way/570175005-220,AUS_1770,Rowville
way/89180086-220,AUS_1640,Ballarat
way/89180086-220,AUS_1640,Ballarat
way/925410265-330,AUS_2075,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/64943050-500,AUS_1707,SouthMorang
way/432510474-275,AUS_2130,CalliopeRiver
way/432510474-275,wof-AUS_1542,CalliopeRiver
way/64943050-500,AUS_1772,SouthMorang
way/64943050-500,AUS_1707,SouthMorang
way/64943050-500,AUS_1707,SouthMorang
way/64943050-500,AUS_1707,SouthMorang
way/172362099-275,AUS_1302,Para
way/174441055-220,AUS_1826,Palmerston
way/87853100-330,AUS_69,Australind
way/174441055-220,AUS_1886,Palmerston
way/88191017-220,AUS_1828,Sheffield
way/88191017-220,wof-AUS_1278,Sheffield
way/89180086-220,AUS_1641,Ballarat
way/170832455-275,AUS_2184,Blackwall
way/170832455-275,wof-AUS_1705,Blackwall
way/160201298-330,AUS_2114,Armidale
way/88191017-220,AUS_1887,Sheffield
way/88191017-220,wof-AUS_1314,Sheffield
way/174875093-330,AUS_1894,Murray
way/119995150-275,AUS_2097,Calvale
way/164764363-275,AUS_1262,Davenport
way/164764363-275,wof-AUS_964,Davenport
way/121646942-275,AUS_2061,Broadsound
way/570175005-220,AUS_1707,Rowville
way/570175005-220,AUS_1706,Rowville
way/480009927-500,AUS_1833,Hazelwood
way/480009927-500,AUS_1833,Hazelwood
way/480009927-500,AUS_1833,Hazelwood
way/170832455-275,AUS_2169,Blackwall
way/312550977-500,AUS_1573,Tarrone
way/160201298-330,AUS_2140,Armidale
way/925410265-330,AUS_2074,SydneyWest
way/655511604-330,AUS_2034,Canberra
way/312550977-500,AUS_1394,Tarrone
way/164764363-275,AUS_1219,Davenport
way/164764363-275,wof-AUS_929,Davenport
way/164775125-275,AUS_1304,Robertstown
way/164764363-275,AUS_1218,Davenport
way/166113109-275,AUS_2022,Nebo
AU73-330,AUS_2111,CentralCoast
AU73-330,AUS_2111,CentralCoast
AU73-330,AUS_2111,CentralCoast
way/88191017-220,AUS_1767,Sheffield
way/925410265-330,AUS_2074,SydneyWest
way/925410265-330,AUS_2074,SydneyWest
way/480009927-500,AUS_1833,Hazelwood
way/169408193-330,AUS_2040,MountPiper
way/169408193-330,AUS_1998,MountPiper
way/169408193-330,AUS_2038,MountPiper
way/169408193-330,AUS_2038,MountPiper
way/169416665-220,AUS_1841,DarlingtonPoint
way/169416665-220,AUS_1841,DarlingtonPoint
way/312550977-500,AUS_1443,Tarrone
way/312550977-500,wof-AUS_1094,Tarrone
way/312550977-500,AUS_1443,Tarrone
way/312550977-500,wof-AUS_1094,Tarrone
way/169794711-220,AUS_1645,Balranald
way/169794711-220,AUS_1581,Balranald
way/164775125-275,AUS_1261,Robertstown
way/164775125-275,AUS_1262,Robertstown
way/169408193-330,AUS_2077,MountPiper
way/164764363-275,AUS_1167,Davenport
way/170709510-275,AUS_2148,Tarong
way/170832455-275,AUS_2169,Blackwall
way/172887193-330,AUS_2121,BulliCreek
way/170832455-275,AUS_2171,Blackwall
way/172887193-330,AUS_2123,BulliCreek
way/172887193-330,AUS_2123,BulliCreek
way/170709510-275,AUS_2172,Tarong
way/171728751-275,AUS_2151,GinGin
way/432510474-275,AUS_2130,CalliopeRiver
way/432510474-275,wof-AUS_1541,CalliopeRiver
way/171744075-275,AUS_1875,Strathmore
way/432510474-275,AUS_2130,CalliopeRiver
way/432510474-275,wof-AUS_1542,CalliopeRiver
way/171486427-275,AUS_2099,Bouldercombe
way/171486427-275,AUS_2099,Bouldercombe
way/170832455-275,AUS_2166,Blackwall
way/170832455-275,wof-AUS_1703,Blackwall
way/550221344-275,AUS_2092,WandoanSouth
way/171728751-275,AUS_2153,GinGin
way/171744075-275,AUS_1982,Strathmore
way/121646942-275,AUS_1977,Broadsound
way/160201298-330,AUS_2163,Armidale
way/160201298-330,wof-AUS_1648,Armidale
way/172231145-330,AUS_1898,Wagga
way/172362099-275,AUS_1259,Para
way/172362099-275,AUS_1258,Para
way/172362099-275,AUS_1258,Para
way/170832455-275,AUS_2168,Blackwall
way/925410265-330,AUS_2107,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/925410265-330,AUS_2074,SydneyWest
way/925410265-330,wof-AUS_1537,SydneyWest
way/172362099-275,AUS_1259,Para
way/172362099-275,AUS_1258,Para
way/925410265-330,AUS_2074,SydneyWest
way/925410265-330,wof-AUS_1537,SydneyWest
way/169794711-220,AUS_1516,Balranald
way/172362099-275,AUS_1258,Para
way/172362099-275,AUS_1258,Para
way/170709510-275,AUS_2147,Tarong
way/170709510-275,AUS_2147,Tarong
way/172887193-330,AUS_2121,BulliCreek
way/172887193-330,AUS_2118,BulliCreek
way/172231145-330,AUS_1896,Wagga
way/89180086-220,AUS_1643,Ballarat
way/170832455-275,AUS_2169,Blackwall
way/170832455-275,AUS_2169,Blackwall
way/89180086-220,AUS_1709,Ballarat
AU104-220,AUS_1510,Horsham
way/925410265-330,AUS_2076,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/925410265-330,AUS_2076,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/174441055-220,AUS_1885,Palmerston
way/174875093-330,AUS_1947,Murray
way/64943050-500,AUS_1774,SouthMorang
way/174441055-220,AUS_1825,Palmerston
way/172231145-330,AUS_1896,Wagga
way/925410265-330,AUS_2108,SydneyWest
way/925410265-330,wof-AUS_1539,SydneyWest
way/925410265-330,AUS_2108,SydneyWest
way/925410265-330,wof-AUS_1539,SydneyWest
way/164764363-275,AUS_1169,Davenport
way/89180086-220,AUS_1575,Ballarat
way/87853100-330,AUS_69,Australind
way/196583889-275,AUS_1817,Chalumbin
way/196583889-275,AUS_1815,Chalumbin
way/925410265-330,AUS_2107,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
AU73-330,AUS_2111,CentralCoast
way/64943050-500,AUS_1837,SouthMorang
way/64943050-500,AUS_1707,SouthMorang
way/208359871-330,AUS_1948,UpperTumut
way/208359871-330,AUS_1948,UpperTumut
way/208359871-330,AUS_1949,UpperTumut
way/229759860-220,AUS_1432,
way/223939702-220,AUS_174,Merredin
way/87853100-330,AUS_138,Australind
way/223939702-220,AUS_207,Merredin
way/172362099-275,AUS_1302,Para
AU57-330,AUS_73,Perth
AU57-330,wof-AUS_283,Perth
way/229759860-220,AUS_1383,
way/229759860-220,AUS_1334,
way/655511604-330,AUS_1992,Canberra
way/480009927-500,AUS_1833,Hazelwood
way/655511604-330,AUS_1991,Canberra
way/64943050-500,AUS_1707,SouthMorang
way/64943050-500,AUS_1707,SouthMorang
way/570175005-220,AUS_1707,Rowville
way/169794711-220,AUS_1515,Balranald
way/337655870-220,AUS_161,TomPriceMine
way/925410265-330,AUS_2074,SydneyWest
way/925410265-330,wof-AUS_1488,SydneyWest
way/64943050-500,AUS_1640,SouthMorang
way/174441055-220,AUS_1826,Palmerston
AU73-330,AUS_2109,CentralCoast
way/925410265-330,AUS_2108,SydneyWest
way/925410265-330,wof-AUS_1539,SydneyWest
way/172362099-275,AUS_1258,Para
way/174875093-330,AUS_1895,Murray
way/174875093-330,AUS_1895,Murray
way/170709510-275,AUS_2091,Tarong
way/88191017-220,AUS_1765,Sheffield
way/312550977-500,AUS_1507,Tarrone
way/337655870-220,AUS_160,TomPriceMine
way/89180086-220,AUS_1641,Ballarat
way/480009927-500,AUS_1833,Hazelwood
way/570175005-220,AUS_1770,Rowville
way/570175005-220,wof-AUS_1250,Rowville
AU73-330,AUS_2109,CentralCoast
AU73-330,wof-AUS_1591,CentralCoast
way/64943050-500,AUS_1707,SouthMorang
way/950049612-330,AUS_77,Yandin
way/432510474-275,AUS_2130,CalliopeRiver
way/432510474-275,wof-AUS_1542,CalliopeRiver
way/337655870-220,AUS_159,TomPriceMine
way/172887193-330,AUS_2122,BulliCreek
way/550221344-275,AUS_2091,WandoanSouth
way/480009927-500,AUS_1833,Hazelwood
way/312550977-500,AUS_1443,Tarrone
way/312550977-500,wof-AUS_1093,Tarrone
way/169794711-220,AUS_1516,Balranald
way/570175005-220,AUS_1706,Rowville
way/830928846-220,AUS_1457,BrokenHill
way/164775125-275,AUS_1262,Robertstown
way/174875093-330,AUS_1894,Murray
way/570175005-220,AUS_1769,Rowville
way/570175005-220,wof-AUS_1250,Rowville
way/570175005-220,AUS_1770,Rowville
way/174441055-220,AUS_1883,Palmerston
way/174441055-220,wof-AUS_1312,Palmerston
way/570175005-220,AUS_1707,Rowville
way/655511604-330,AUS_2035,Canberra
way/170709510-275,AUS_2148,Tarong
way/164764363-275,AUS_1262,Davenport
way/164764363-275,wof-AUS_964,Davenport
way/88191017-220,AUS_1886,Sheffield
way/88191017-220,wof-AUS_1314,Sheffield
way/174441055-220,AUS_1826,Palmerston
way/174441055-220,AUS_1826,Palmerston
way/174441055-220,AUS_1825,Palmerston
way/432510474-275,AUS_2130,CalliopeRiver
way/432510474-275,wof-AUS_1541,CalliopeRiver
way/174441055-220,,Palmerston
way/550221344-275,AUS_2054,WandoanSouth
way/550221344-275,AUS_2012,WandoanSouth
way/550221344-275,AUS_2054,WandoanSouth
way/88191017-220,AUS_1828,Sheffield
way/88191017-220,AUS_1828,Sheffield
way/88191017-220,AUS_1827,Sheffield
way/87853100-330,AUS_69,Australind
way/88191017-220,AUS_1701,Sheffield
way/88191017-220,AUS_1765,Sheffield
way/88191017-220,AUS_1764,Sheffield
way/88191017-220,wof-AUS_1242,Sheffield
way/570175005-220,AUS_1707,Rowville
way/583492111-220,AUS_131,Karratha
way/583492111-220,wof-AUS_309,Karratha
way/583506664-220,AUS_226,AUS22p9S118p7E
way/583506664-220,AUS_192,AUS22p9S118p7E
way/583506664-220,AUS_193,AUS22p9S118p7E
way/950049612-330,AUS_112,Yandin
way/172362099-275,AUS_1302,Para
way/172362099-275,AUS_1259,Para
way/208359871-330,AUS_1948,UpperTumut
way/164775125-275,AUS_1261,Robertstown
way/164775125-275,wof-AUS_962,Robertstown
way/164775125-275,AUS_1261,Robertstown
way/164775125-275,wof-AUS_962,Robertstown
way/172362099-275,AUS_1258,Para
way/583506664-220,AUS_261,AUS22p9S118p7E
way/583506664-220,AUS_226,AUS22p9S118p7E
way/87853100-330,AUS_69,Australind
way/87853100-330,AUS_70,Australind
way/87853100-330,wof-AUS_281,Australind
way/655511604-330,AUS_1992,Canberra
way/170709510-275,AUS_2123,Tarong
way/925410265-330,AUS_2107,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/223939702-220,AUS_174,Merredin
way/160201298-330,AUS_2117,Armidale
way/164764363-275,AUS_1218,Davenport
way/164764363-275,wof-AUS_929,Davenport
way/164764363-275,AUS_1219,Davenport
way/164764363-275,wof-AUS_929,Davenport
way/89180086-220,AUS_1575,Ballarat
way/89180086-220,AUS_1575,Ballarat
way/229759860-220,AUS_1336,
way/229759860-220,AUS_1294,
way/432510474-275,AUS_2130,CalliopeRiver
way/432510474-275,wof-AUS_1542,CalliopeRiver
way/337655870-220,AUS_194,TomPriceMine
way/583506664-220,AUS_226,AUS22p9S118p7E
way/89180086-220,AUS_1574,Ballarat
way/89180086-220,AUS_1574,Ballarat
way/196583889-275,AUS_1817,Chalumbin
way/830928846-220,AUS_1457,BrokenHill
way/830928846-220,AUS_1457,BrokenHill
way/655511604-330,AUS_1992,Canberra
way/174441055-220,AUS_1826,Palmerston
way/164775125-275,AUS_1262,Robertstown
way/655511604-330,AUS_2035,Canberra
way/171744075-275,AUS_1932,Strathmore
way/950049612-330,AUS_41,Yandin
way/950049612-330,AUS_75,Yandin
way/950049612-330,AUS_42,Yandin
way/950049612-330,AUS_42,Yandin
way/88191017-220,AUS_1701,Sheffield
way/88191017-220,wof-AUS_1209,Sheffield
way/172362099-275,AUS_1259,Para
way/172887193-330,AUS_2091,BulliCreek
way/160201298-330,AUS_2115,Armidale
way/172887193-330,AUS_2120,BulliCreek
way/172887193-330,AUS_2120,BulliCreek
way/172887193-330,AUS_2121,BulliCreek
way/172362099-275,AUS_1259,Para
way/170709510-275,AUS_2091,Tarong
way/164775125-275,AUS_1305,Robertstown
way/164775125-275,AUS_1305,Robertstown
way/174875093-330,AUS_1894,Murray
way/174875093-330,AUS_1895,Murray
way/312550977-500,AUS_1574,Tarrone
way/312550977-500,AUS_1507,Tarrone
way/89180086-220,AUS_1573,Ballarat
way/172887193-330,AUS_2120,BulliCreek
way/550221344-275,AUS_2054,WandoanSouth
way/229759860-220,AUS_1384,
way/164775125-275,AUS_1305,Robertstown
way/169794711-220,AUS_1514,Balranald
AU104-220,AUS_1511,Horsham
AU104-220,AUS_1576,Horsham
way/169794711-220,AUS_1581,Balranald
way/655511604-330,AUS_2035,Canberra
way/583506664-220,AUS_261,AUS22p9S118p7E
way/169408193-330,AUS_2040,MountPiper
AU73-330,AUS_2135,CentralCoast
AU73-330,wof-AUS_1592,CentralCoast
AU73-330,AUS_2135,CentralCoast
AU73-330,wof-AUS_1592,CentralCoast
way/925410265-330,AUS_2108,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/174441055-220,AUS_1883,Palmerston
way/174441055-220,wof-AUS_1312,Palmerston
AU73-330,AUS_2109,CentralCoast
way/170832455-275,AUS_2169,Blackwall
way/170832455-275,AUS_2168,Blackwall
way/170832455-275,AUS_2169,Blackwall
way/170832455-275,AUS_2169,Blackwall
AU57-330,AUS_70,Perth
AU57-330,wof-AUS_281,Perth
AU57-330,AUS_71,Perth
AU57-330,wof-AUS_282,Perth
AU57-330,AUS_71,Perth
AU57-330,wof-AUS_282,Perth
way/64943050-500,AUS_1707,SouthMorang
way/925410265-330,AUS_2076,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/925410265-330,AUS_2076,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/925410265-330,AUS_2107,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/64943050-500,AUS_1707,SouthMorang
way/925410265-330,AUS_2107,SydneyWest
way/925410265-330,wof-AUS_1538,SydneyWest
way/925410265-330,AUS_2109,SydneyWest
way/925410265-330,wof-AUS_1539,SydneyWest
way/172362099-275,AUS_1259,Para
way/172362099-275,AUS_1302,Para
way/64943050-500,AUS_1772,SouthMorang
way/64943050-500,AUS_1772,SouthMorang
AU73-330,AUS_2135,CentralCoast
AU73-330,wof-AUS_1592,CentralCoast
AU73-330,AUS_2109,CentralCoast
AU73-330,AUS_2110,CentralCoast
way/88191017-220,AUS_1828,Sheffield
way/119995150-275,AUS_2097,Calvale
way/312550977-500,AUS_1507,Tarrone
way/312550977-500,AUS_1507,Tarrone
way/160201298-330,AUS_2117,Armidale
way/172362099-275,AUS_1259,Para
way/172362099-275,AUS_1259,Para
way/172887193-330,AUS_2119,BulliCreek
way/170832455-275,AUS_2169,Blackwall
way/170832455-275,AUS_2171,Blackwall
way/170709510-275,AUS_2146,Tarong
way/432510474-275,AUS_2130,CalliopeRiver
way/432510474-275,wof-AUS_1541,CalliopeRiver
way/171744075-275,AUS_1875,Strathmore
way/160201298-330,AUS_2163,Armidale
way/160201298-330,wof-AUS_1648,Armidale
way/171744075-275,AUS_1982,Strathmore
way/171744075-275,AUS_1982,Strathmore
way/172362099-275,AUS_1259,Para
way/172362099-275,AUS_1258,Para
way/172362099-275,AUS_1259,Para
way/172362099-275,AUS_1258,Para
way/170832455-275,AUS_2147,Blackwall
way/170832455-275,AUS_2147,Blackwall
way/160201298-330,AUS_2117,Armidale
AU104-220,AUS_1510,Horsham
way/174441055-220,AUS_1885,Palmerston
way/174875093-330,AUS_1947,Murray
way/174875093-330,AUS_1947,Murray
way/174441055-220,AUS_1825,Palmerston
way/174441055-220,AUS_1883,Palmerston
way/174441055-220,wof-AUS_1312,Palmerston
way/171744075-275,AUS_1932,Strathmore
way/925410265-330,AUS_2109,SydneyWest
way/925410265-330,wof-AUS_1539,SydneyWest
way/121646942-275,AUS_2020,Broadsound
way/89180086-220,AUS_1573,Ballarat
way/89180086-220,AUS_1573,Ballarat
way/170709510-275,AUS_2148,Tarong
way/87853100-330,AUS_70,Australind
way/87853100-330,AUS_69,Australind
way/87853100-330,AUS_69,Australind
AU57-330,AUS_70,Perth
AU57-330,wof-AUS_281,Perth
AU57-330,AUS_72,Perth
AU57-330,wof-AUS_283,Perth
way/88191017-220,AUS_1827,Sheffield
way/312550977-500,AUS_1507,Tarrone
way/312550977-500,AUS_1507,Tarrone
way/337655870-220,AUS_161,TomPriceMine
way/337655870-220,AUS_161,TomPriceMine
way/570175005-220,AUS_1771,Rowville
way/64943050-500,AUS_1707,SouthMorang
way/312550977-500,AUS_1507,Tarrone
way/160201298-330,AUS_2140,Armidale
way/172887193-330,AUS_2120,BulliCreek
way/172887193-330,AUS_2120,BulliCreek
way/160201298-330,AUS_2114,Armidale
way/583492111-220,AUS_130,Karratha
