bus_id,voltage,dc,symbol,under_construction,tags,x,y,country,voltage_num,network_country,station_id
relation/13260224-225,225.0,f,Substation,f,relation/13260224,2.279205406627083,51.01238413533119,FR,225.0,FR,
way/110086345-400,400.0,f,Substation,f,way/110086345,4.642970011666868,44.0150738410988,FR,400.0,FR,
way/179260933-400,400.0,f,Substation,f,way/179260933,4.687052443881729,47.325409278225415,FR,400.0,FR,
way/222188543-400,400.0,f,Substation,f,way/222188543,-1.361298045796764,49.20292484180195,FR,400.0,FR,
way/235370803-400,400.0,f,Substation,f,way/235370803,-0.4352712979025001,45.068120934567546,FR,400.0,FR,
way/24020601-400,400.0,f,Substation,f,way/24020601,5.122572671557378,45.66217008132662,FR,400.0,FR,
way/82741307-225,225.0,f,Substation,f,way/82741307,2.43242429472926,49.034071366124905,FR,225.0,FR,
way/83726363-225,225.0,f,Substation,f,way/83726363,2.6881814123170886,44.777271709154846,FR,225.0,FR,
way/85710783-400,400.0,f,Substation,f,way/85710783,1.0123451265202437,49.65711142411833,FR,400.0,FR,
FR186-225,225.0,f,Substation,f,FR186,7.490782099999995,43.81451528971186,FR,225.0,FR,
way/111558550-400,400.0,f,Substation,f,way/111558550,-1.4307427360021785,43.421530953350754,FR,400.0,FR,
way/1271288346,270.0,t,Substation,f,way/1271288346,1.7820027522149031,50.90345900241787,FR,270.0,FR,
way/136594238,200.0,t,Substation,f,way/136594238,9.44998474080447,42.52848560225742,FR,200.0,FR,
way/146402374-225,225.0,f,Substation,f,way/146402374,7.724401016559727,48.79920489203791,FR,225.0,FR,
way/146449309-400,400.0,f,Substation,f,way/146449309,6.712356523074227,45.214850255998286,FR,400.0,FR,
way/207479669-225,225.0,f,Substation,f,way/207479669,0.0115129589120989,42.82146295177662,FR,225.0,FR,
way/225210595-225,225.0,f,Substation,f,way/225210595,5.791739381751857,49.482935391586274,FR,225.0,FR,
way/312728271,320.0,t,Substation,f,way/312728271,2.8013989585839205,42.7309373677418,FR,320.0,FR,
way/39389229-400,400.0,f,Substation,f,way/39389229,6.663610785418053,47.36734943933943,FR,400.0,FR,
way/753113423,320.0,t,Substation,f,way/753113423,-0.2620112943028184,49.11086276420387,FR,320.0,FR,
way/775577827,320.0,t,Substation,f,way/775577827,1.7805520333344027,50.92022947143002,FR,320.0,FR,
way/81638061-220,220.0,f,Substation,f,way/81638061,7.572328408106124,48.01874473173885,FR,220.0,FR,
way/82825438-400,400.0,f,Substation,f,way/82825438,4.572872096753214,49.827474846843714,FR,400.0,FR,
way/83293593-225,225.0,f,Substation,f,way/83293593,5.804483942239973,46.05579066960302,FR,225.0,FR,
way/85605950-400,400.0,f,Substation,f,way/85605950,3.082364263073925,50.52484471515039,FR,400.0,FR,
